tweet id	author id
1.4567E+18	418606308
1.25712E+18	296678194
1.24234E+18	1.06702E+18
1.28445E+18	706527070
1.24328E+18	1.11553E+18
1.25839E+18	253476934
1.24725E+18	1.24652E+18
1.24634E+18	3013317907
1.31054E+18	287200750
1.25104E+18	358638115
1.24963E+18	152144899
1.3026E+18	1585825585
1.23335E+18	562818945
1.42624E+18	526579634
1.24968E+18	1.16819E+18
1.26529E+18	49257599
1.25188E+18	9.82692E+17
1.37359E+18	1.35108E+18
1.24019E+18	2547827340
1.24941E+18	1.18901E+18
1.39906E+18	7.0512E+17
1.24544E+18	1.10584E+18
1.24023E+18	8.05693E+17
1.54648E+18	7.87097E+17
1.31665E+18	2897078204
1.3864E+18	9.13465E+17
1.26965E+18	1.15158E+18
1.47319E+18	1.21047E+18
1.2492E+18	262325178
1.22803E+18	1.09723E+18
1.24775E+18	8.89832E+17
1.30993E+18	2823317858
1.28273E+18	2256678577
1.24144E+18	119756265
1.31488E+18	248284490
1.40667E+18	436749825
1.39797E+18	331861696
1.58609E+18	1.54E+18
1.24042E+18	587327069
1.25401E+18	1.11084E+18
1.50922E+18	9.02554E+17
1.24762E+18	9.91668E+17
1.24545E+18	1.24543E+18
1.34618E+18	31395655
1.23694E+18	564725640
1.24897E+18	1.0652E+18
1.25041E+18	614936914
1.36962E+18	1.1744E+18
1.26971E+18	1.03915E+18
1.3697E+18	9.15263E+17
1.29588E+18	9.63217E+17
1.28735E+18	8.80659E+17
1.27966E+18	44860908
1.2378E+18	1.23498E+18
1.25013E+18	262813216
1.3356E+18	1.14649E+18
1.3555E+18	526579634
1.32976E+18	1646663792
1.52523E+18	176416920
1.23571E+18	1.21743E+18
1.24136E+18	8.8655E+17
1.25192E+18	114251189
1.24691E+18	245750967
1.42595E+18	1.284E+18
1.2503E+18	2584513734
1.46231E+18	762189552
1.25086E+18	1.059E+18
1.30807E+18	254698627
1.29657E+18	66591836
1.24103E+18	9.77267E+17
1.24388E+18	156873220
1.28472E+18	391271829
1.3638E+18	1.04381E+18
1.28233E+18	2473674486
1.32031E+18	1951802479
1.24945E+18	1.14767E+18
1.38116E+18	7.72145E+17
1.23229E+18	1.13876E+18
1.25141E+18	1.12729E+18
1.26959E+18	1.12501E+18
1.26322E+18	1.09934E+18
1.36503E+18	254100589
1.26248E+18	247034546
1.3181E+18	1.2359E+18
1.2845E+18	7.32996E+17
1.48173E+18	2161528296
1.27769E+18	31395655
1.24364E+18	8.65846E+17
1.45888E+18	1.2846E+18
1.25981E+18	1.06702E+18
1.46428E+18	1.44738E+18
1.25773E+18	1.1646E+18
1.24244E+18	3198523029
1.35809E+18	762489854
1.27169E+18	1.16037E+18
1.48495E+18	1.36164E+18
1.3117E+18	1.02414E+18
1.29392E+18	202539156
1.21922E+18	25049177
1.23854E+18	2938605544
1.27826E+18	2256678577
1.27295E+18	2712245035
1.43915E+18	1.06702E+18
1.29383E+18	612855657
1.24133E+18	7.65949E+17
1.30439E+18	124671425
1.44655E+18	9.92071E+17
1.4263E+18	9.63217E+17
1.25878E+18	1001549600
1.42837E+18	8.62033E+17
1.29933E+18	565803316
1.33019E+18	3201993634
1.3207E+18	2835860118
1.48744E+18	381001469
1.37139E+18	257074330
1.30264E+18	9.21367E+17
1.25714E+18	1.25607E+18
1.25225E+18	9.46696E+17
1.43203E+18	1.07512E+18
1.23882E+18	7.85845E+17
1.22977E+18	8.32717E+17
1.26286E+18	3309986790
1.2369E+18	8.74946E+17
1.48388E+18	559859980
1.24872E+18	1.21232E+18
1.38455E+18	777732073
1.35435E+18	2977525424
1.26004E+18	1.22323E+18
1.36497E+18	9.33136E+17
1.24681E+18	323746622
1.27257E+18	9.13823E+17
1.48951E+18	1.26738E+18
1.24618E+18	2939641305
1.45743E+18	482213854
1.4568E+18	1.39367E+18
1.25197E+18	460924478
1.36528E+18	8.26416E+17
1.26472E+18	114251189
1.26578E+18	8.64148E+17
1.29968E+18	604517809
1.38638E+18	25628242
1.37077E+18	400945518
1.30979E+18	56365764
1.48236E+18	3243354494
1.27249E+18	1.20226E+18
1.24454E+18	3741598041
1.25435E+18	1.06702E+18
1.26242E+18	1.18337E+18
1.30278E+18	1.01878E+18
1.24111E+18	3182987467
1.24183E+18	1.23463E+18
1.24393E+18	1942152236
1.25143E+18	1.2123E+18
1.25366E+18	604360798
1.23891E+18	9.07429E+17
1.25131E+18	405985756
1.26829E+18	391271829
1.33783E+18	285754636
1.28235E+18	9.35951E+17
1.23805E+18	1.19179E+18
1.35813E+18	8.77998E+17
1.33628E+18	1719029016
1.25117E+18	1.22904E+18
1.50516E+18	1.47111E+18
1.27037E+18	1.24615E+18
1.27396E+18	478828971
1.24477E+18	1.24151E+18
1.26486E+18	390961056
1.44401E+18	1.39713E+18
1.24457E+18	1.00698E+18
1.2447E+18	1.06416E+18
1.3499E+18	8.05693E+17
1.2415E+18	1.19833E+18
1.25815E+18	1.24749E+18
1.45182E+18	102361333
1.35273E+18	1.21773E+18
1.46711E+18	1.22047E+18
1.26558E+18	8.14583E+17
1.24999E+18	1374269947
1.36458E+18	1450994419
1.23859E+18	368157378
1.5723E+18	1.01537E+18
1.2414E+18	3164072118
1.27227E+18	31395655
1.45413E+18	608583
1.27842E+18	3265698032
1.25087E+18	3008922943
1.24827E+18	2232047185
1.31168E+18	1.10628E+18
1.24377E+18	1.00773E+18
1.33907E+18	31395655
1.2581E+18	90138861
1.50595E+18	9.52861E+17
1.24287E+18	1.1295E+18
1.58212E+18	2492055114
1.25776E+18	8.20014E+17
1.23924E+18	1.0507E+18
1.28388E+18	1.22214E+18
1.24927E+18	1.12498E+18
1.25731E+18	232887889
1.26827E+18	1.26473E+18
1.36162E+18	1.31649E+18
1.45333E+18	207413918
1.24689E+18	1.00363E+18
1.27468E+18	2256678577
1.26777E+18	1.19104E+18
1.24822E+18	550443370
1.28004E+18	727967748
1.40216E+18	131118286
1.24128E+18	38749120
1.46615E+18	2878700936
1.29147E+18	2504988461
1.36823E+18	919571515
1.39757E+18	109556877
1.24203E+18	2596229398
1.26752E+18	1.22904E+18
1.4167E+18	267139205
1.30983E+18	468801285
1.23696E+18	471323499
1.42529E+18	1.2894E+18
1.24469E+18	2989062539
1.26293E+18	143531181
1.25658E+18	1.16159E+18
1.28392E+18	615314107
1.26898E+18	1.0468E+18
1.23257E+18	1.15332E+18
1.30441E+18	246171298
1.35941E+18	604360798
1.25153E+18	9.40994E+17
1.4979E+18	1.49761E+18
1.40335E+18	7.45582E+17
1.2896E+18	328917876
1.35292E+18	342406369
1.31413E+18	435241785
1.32876E+18	313159915
1.23847E+18	1.10704E+18
1.24107E+18	1.23456E+18
1.25614E+18	231368874
1.44795E+18	109556877
1.28338E+18	1.06702E+18
1.2414E+18	11072692
1.27753E+18	7.07945E+17
1.23813E+18	257489037
1.24435E+18	587476991
1.31444E+18	301120393
1.37802E+18	1218101162
1.37644E+18	8.24451E+17
1.26028E+18	524193350
1.24347E+18	1.24328E+18
1.25928E+18	600566087
1.36458E+18	9.54673E+17
1.27983E+18	288483638
1.34729E+18	1.31956E+18
1.27225E+18	249224851
1.26811E+18	1.25474E+18
1.42531E+18	1.35002E+18
1.241E+18	1387306027
1.37613E+18	2898761372
1.23304E+18	826837730
1.42689E+18	1.33532E+18
1.31074E+18	2827779818
1.28364E+18	3032835180
1.48383E+18	2888815166
1.23844E+18	3406899801
1.26271E+18	7.57236E+17
1.36337E+18	1.29424E+18
1.27586E+18	1038078966
1.35736E+18	2399311781
1.23825E+18	1.21769E+18
1.25115E+18	2515500817
1.31345E+18	124671425
1.24113E+18	459510166
1.3721E+18	1.06702E+18
1.25083E+18	1.13787E+18
1.37829E+18	930131041
1.31422E+18	1.22237E+18
1.54698E+18	2928705019
1.34658E+18	9.49945E+17
1.39798E+18	1.07512E+18
1.24306E+18	49748984
1.23545E+18	7.78159E+17
1.26208E+18	287071856
1.24393E+18	1083481622
1.34116E+18	1.21919E+18
1.25799E+18	1680109357
1.40486E+18	1764110588
1.24651E+18	1.19993E+18
1.23859E+18	9.30516E+17
1.23986E+18	188265392
1.37107E+18	1.1468E+18
1.30067E+18	762189552
1.27761E+18	114251189
1.24468E+18	1.14806E+18
1.24313E+18	408245449
1.24688E+18	1.10872E+18
1.24646E+18	2469326476
1.32354E+18	1521843800
1.28261E+18	2835860118
1.28083E+18	1.26718E+18
1.24459E+18	2527928347
1.2472E+18	549548040
1.24458E+18	9.27566E+17
1.44825E+18	143531181
1.29656E+18	1.25373E+18
1.3871E+18	95341329
1.2385E+18	9.90983E+17
1.44668E+18	832327848
1.24209E+18	9.19864E+17
1.24095E+18	2547827340
1.31815E+18	224974174
1.55769E+18	919047498
1.32135E+18	46120356
1.24414E+18	198456237
1.29024E+18	278788413
1.35443E+18	467468987
1.23699E+18	524425486
1.24715E+18	3403259115
1.24173E+18	1.13396E+18
1.4651E+18	9.63217E+17
1.24862E+18	2198204918
1.24237E+18	7.02456E+17
1.25475E+18	912265488
1.30946E+18	1.22674E+18
1.42251E+18	561498919
1.24435E+18	610313248
1.43927E+18	1.12504E+18
1.26023E+18	1.24468E+18
1.24403E+18	1.24168E+18
1.31059E+18	1.17697E+18
1.26534E+18	109556877
1.24906E+18	1.15306E+18
1.25527E+18	1.2172E+18
1.49915E+18	1.37066E+18
1.26245E+18	207026848
1.25707E+18	589507407
1.24891E+18	328565241
1.24725E+18	3177055057
1.33844E+18	3879047903
1.24583E+18	7.4242E+17
1.34712E+18	604360798
1.26338E+18	434211968
1.38077E+18	307953005
1.25968E+18	363154511
1.24208E+18	477887567
1.38206E+18	1.38125E+18
1.24234E+18	9.65642E+17
1.24576E+18	235752474
1.37978E+18	1.28121E+18
1.4121E+18	1.39933E+18
1.24467E+18	7.81417E+17
1.41896E+18	488520196
1.32527E+18	8.05693E+17
1.29796E+18	335747827
1.41874E+18	361829509
1.23817E+18	1.00734E+18
1.24889E+18	251004554
1.28979E+18	1886787002
1.25792E+18	3053550309
1.24607E+18	1.22856E+18
1.2707E+18	2499647996
1.42932E+18	1.04271E+18
1.35263E+18	2554841876
1.25555E+18	370597438
1.28012E+18	3310735742
1.24722E+18	1.16037E+18
1.24064E+18	9.81991E+17
1.24362E+18	1124745085
1.37582E+18	482808822
1.25167E+18	1.17224E+18
1.33587E+18	1.27074E+18
1.28018E+18	1.27982E+18
1.25799E+18	2429649724
1.24655E+18	1.07693E+18
1.23885E+18	1.0507E+18
1.25633E+18	3017535223
1.24002E+18	367973294
1.26573E+18	1.06702E+18
1.43067E+18	7.77936E+17
1.23744E+18	8.88709E+17
1.29353E+18	1355320921
1.24973E+18	1.05126E+18
1.24873E+18	1734877634
1.24113E+18	9.63377E+17
1.29786E+18	8.4419E+17
1.30249E+18	307579702
1.24249E+18	1.18758E+18
1.26434E+18	135741909
1.24101E+18	224162392
1.25179E+18	2852923333
1.28122E+18	1.28121E+18
1.4175E+18	279004227
1.28553E+18	1.20045E+18
1.23798E+18	1697335298
1.27927E+18	2306403753
1.32488E+18	259438468
1.48551E+18	304929812
1.29243E+18	1.14688E+18
1.24385E+18	1.09142E+18
1.25335E+18	1.17682E+18
1.24404E+18	1897493112
1.30586E+18	275030530
1.27464E+18	9.50432E+17
1.28599E+18	7.24228E+17
1.24971E+18	279004227
1.24156E+18	251812030
1.41928E+18	517883664
1.34257E+18	1.24306E+18
1.24469E+18	1.09818E+18
1.24431E+18	1.04784E+18
1.25054E+18	1.2502E+18
1.54788E+18	1680109357
1.5795E+18	1629682346
1.31634E+18	66591836
1.24352E+18	25049177
1.28585E+18	1.23797E+18
1.23187E+18	474915885
1.50855E+18	787820437
1.56683E+18	264277605
1.38784E+18	333268176
1.24251E+18	537426824
1.25232E+18	283037033
1.25339E+18	8.26881E+17
1.24434E+18	1481786138
1.2505E+18	1.20304E+18
1.24448E+18	1.10353E+18
1.344E+18	246735301
1.24832E+18	789995816
1.25627E+18	2504720750
1.27094E+18	1.01878E+18
1.34429E+18	331861696
1.26056E+18	1.10722E+18
1.3403E+18	248284490
1.41375E+18	9.8453E+17
1.23954E+18	2923535000
1.27067E+18	552124660
1.26133E+18	1001549600
1.28881E+18	526579634
1.25111E+18	110345797
1.4788E+18	327121600
1.54035E+18	109556877
1.24376E+18	8.79202E+17
1.27013E+18	1.01878E+18
1.56016E+18	169108336
1.30219E+18	279004227
1.34092E+18	391271829
1.38392E+18	8.68056E+17
1.25852E+18	9.59803E+17
1.25475E+18	50586354
1.39898E+18	1.16846E+18
1.34809E+18	326714966
1.39635E+18	2243592434
1.48158E+18	1.32919E+18
1.24307E+18	2311598666
1.2572E+18	283037033
1.27402E+18	557713942
1.25695E+18	216289357
1.23843E+18	3406899801
1.35996E+18	279004227
1.35404E+18	2440493198
1.23956E+18	49257599
1.46907E+18	7.24228E+17
1.28573E+18	3291337708
1.24286E+18	9.93168E+17
1.37942E+18	1.22004E+18
1.59585E+18	1.2306E+18
1.25398E+18	353757524
1.35809E+18	1.20274E+18
1.51251E+18	146370010
1.27751E+18	2256678577
1.28349E+18	418985359
1.25189E+18	4195722789
1.24093E+18	7.66296E+17
1.31943E+18	478809697
1.33392E+18	487039659
1.27829E+18	243394619
1.31745E+18	1.02198E+18
1.42521E+18	244170569
1.26559E+18	2326091799
1.2489E+18	415728153
1.48459E+18	1.45074E+18
1.3137E+18	616334747
1.25014E+18	1.06341E+18
1.24578E+18	1.07577E+18
1.26412E+18	1.23943E+18
1.40015E+18	1.17545E+18
1.24012E+18	7.71993E+17
1.47807E+18	1.37215E+18
1.24139E+18	556839431
1.24569E+18	1.23358E+18
1.41243E+18	1.29506E+18
1.24717E+18	848645425
1.24112E+18	1398473863
1.41068E+18	7.94859E+17
1.24433E+18	370889024
1.25257E+18	353899003
1.24083E+18	114251189
1.26646E+18	1.26642E+18
1.2384E+18	222385617
1.49215E+18	421384651
1.2487E+18	1.23881E+18
1.22364E+18	1.08183E+18
1.30086E+18	99737334
1.24934E+18	114251189
1.25695E+18	114251189
1.27751E+18	2256678577
1.23859E+18	1.12026E+18
1.25321E+18	1.1932E+18
1.2826E+18	7.12558E+17
1.2544E+18	8.56152E+17
1.24916E+18	1188952098
1.2446E+18	47301285
1.28053E+18	482003862
1.30539E+18	1.06409E+18
1.32997E+18	8.05693E+17
1.31489E+18	1.02198E+18
1.48354E+18	260311617
1.36166E+18	468659921
1.2763E+18	1719029016
1.42679E+18	635934868
1.26483E+18	1039704924
1.36427E+18	2161528296
1.47048E+18	2184585505
1.34972E+18	1.30849E+18
1.25292E+18	128544248
1.34232E+18	1.24687E+18
1.24873E+18	1.10189E+18
1.48629E+18	269995958
1.24832E+18	1558189812
1.47841E+18	1.44762E+18
1.45346E+18	40443411
1.25449E+18	216289357
1.23886E+18	1.1558E+18
1.24439E+18	1.216E+18
1.43313E+18	1.33532E+18
1.29609E+18	7.45582E+17
1.23455E+18	1.07437E+18
1.28046E+18	235892571
1.23832E+18	343386397
1.38857E+18	2608326001
1.30809E+18	7.98307E+17
1.30336E+18	295101814
1.27374E+18	2901289762
1.24531E+18	200837830
1.24234E+18	252920806
1.41206E+18	391271829
1.29222E+18	1.22214E+18
1.23786E+18	7.42074E+17
1.39318E+18	124671425
1.24307E+18	497788324
1.30293E+18	324929690
1.3157E+18	296678194
1.26193E+18	9.28423E+17
1.29539E+18	288483638
1.25881E+18	3306076915
1.25547E+18	1.22762E+18
1.34826E+18	1.31236E+18
1.321E+18	7.32374E+17
1.25034E+18	216289357
1.41902E+18	481052676
1.46531E+18	7.42704E+17
1.24746E+18	8.43466E+17
1.24269E+18	1.17434E+18
1.37476E+18	2443611559
1.25106E+18	57362681
1.40797E+18	236774898
1.27327E+18	1.26783E+18
1.24688E+18	52366199
1.25344E+18	2257372105
1.24033E+18	1.10955E+18
1.23988E+18	61442211
1.27322E+18	604360798
1.24726E+18	1117456496
1.28599E+18	562709681
1.24099E+18	357260907
1.39043E+18	1.1895E+18
1.2516E+18	4745941042
1.43008E+18	1.4058E+18
1.29513E+18	7.33381E+17
1.24314E+18	1697335298
1.26827E+18	159415522
1.33363E+18	8.13302E+17
1.26922E+18	2357697540
1.35323E+18	396757134
1.36463E+18	109556877
1.29388E+18	449749253
1.23879E+18	2816657373
1.25181E+18	1.06702E+18
1.23616E+18	8.13302E+17
1.24454E+18	1151767268
1.25643E+18	250731300
1.29814E+18	374133677
1.37258E+18	526579634
1.24727E+18	1.15729E+18
1.23399E+18	8.25173E+17
1.34655E+18	31395655
1.32143E+18	725503747
1.30978E+18	142729956
1.24567E+18	7.7966E+17
1.28768E+18	1.28119E+18
1.26681E+18	9.29246E+17
1.24739E+18	1.15975E+18
1.2863E+18	1148090906
1.24038E+18	1.21892E+18
1.23854E+18	464071395
1.23671E+18	4539315017
1.23773E+18	2908956127
1.23889E+18	838897568
1.29021E+18	1.17478E+18
1.37388E+18	717782559
1.49031E+18	1.07512E+18
1.23926E+18	1621101606
1.27653E+18	75340729
1.28116E+18	190000192
1.48461E+18	232942234
1.30595E+18	2669191654
1.34145E+18	281961592
1.3097E+18	372761914
1.31386E+18	1.15302E+18
1.38468E+18	444834409
1.30979E+18	411578856
1.2502E+18	50586354
1.31026E+18	109556877
1.36675E+18	363469856
1.24985E+18	369689786
1.24424E+18	3845674576
1.46524E+18	1.37215E+18
1.24392E+18	1.05116E+18
1.2355E+18	1.23463E+18
1.27107E+18	2256678577
1.24139E+18	200263933
1.23875E+18	296678194
1.2622E+18	713808776
1.51937E+18	1585825585
1.34356E+18	1.1432E+18
1.35552E+18	2526757026
1.24152E+18	902199276
1.35289E+18	7.18688E+17
1.44723E+18	1.18737E+18
1.24979E+18	1.19131E+18
1.25361E+18	296678194
1.24185E+18	1.00401E+18
1.24762E+18	2840669242
1.24316E+18	251520963
1.33924E+18	37740489
1.42045E+18	8.03511E+17
1.48057E+18	2379969907
1.24419E+18	1.16493E+18
1.43334E+18	7.65852E+17
1.24468E+18	9.59543E+17
1.23841E+18	1.23811E+18
1.24947E+18	143531181
1.39627E+18	1.36158E+18
1.24346E+18	8.05693E+17
1.43125E+18	211317010
1.24102E+18	2388883087
1.34084E+18	8.05693E+17
1.2734E+18	31395655
1.23953E+18	7.2273E+17
1.24938E+18	308274454
1.59543E+18	109556877
1.25247E+18	283037033
1.23927E+18	192519547
1.38624E+18	1.30903E+18
1.23814E+18	2161699541
1.26006E+18	143531181
1.24211E+18	246630816
1.246E+18	1.1119E+18
1.24198E+18	1.03839E+18
1.24384E+18	724950056
1.24709E+18	340959518
1.27724E+18	1.01213E+18
1.34158E+18	114251189
1.24036E+18	2443666806
1.23964E+18	2893156393
1.25406E+18	9.42032E+17
1.42668E+18	1494004218
1.26632E+18	4920039945
1.24432E+18	3120649431
1.494E+18	4753463897
1.36246E+18	1719029016
1.30189E+18	1.25411E+18
1.3599E+18	1.34815E+18
1.24576E+18	549548040
1.24358E+18	3290981948
1.26775E+18	1.07623E+18
1.2544E+18	2888608502
1.25773E+18	4647064937
1.26097E+18	1.0514E+18
1.50048E+18	451562737
1.37939E+18	244775181
1.34318E+18	1.33193E+18
1.4263E+18	1.35373E+18
1.2273E+18	238662547
1.40587E+18	1.22214E+18
1.24405E+18	2903924148
1.24378E+18	7.22467E+17
1.34924E+18	738535010
1.61028E+18	9.61162E+17
1.28298E+18	485246140
1.25951E+18	1.16795E+18
1.25667E+18	262813216
1.29756E+18	162620248
1.25421E+18	47958680
1.29104E+18	3912596356
1.3019E+18	2206587174
1.29244E+18	435590828
1.32189E+18	106499099
1.30886E+18	1.30456E+18
1.30186E+18	1.17694E+18
1.2913E+18	1.14688E+18
1.26199E+18	634589256
1.24866E+18	216289357
1.30802E+18	895201069
1.24024E+18	1.2332E+18
1.51756E+18	203586029
1.27297E+18	216289357
1.2514E+18	1.16163E+18
1.26636E+18	1.23267E+18
1.26596E+18	1038078966
1.25356E+18	1.06215E+18
1.361E+18	135711594
1.39828E+18	142264595
1.46445E+18	1.37215E+18
1.27967E+18	37946051
1.26536E+18	1.26249E+18
1.27177E+18	912265488
1.24972E+18	1.05103E+18
1.24764E+18	1.0784E+18
1.26635E+18	604360798
1.41466E+18	1.41158E+18
1.25302E+18	1.00221E+18
1.39779E+18	1600875054
1.33193E+18	243767925
1.48706E+18	9.61087E+17
1.33776E+18	2263366382
1.24258E+18	379065877
1.26317E+18	1.23486E+18
1.23893E+18	2746276668
1.23811E+18	9.87042E+17
1.2413E+18	1.00342E+18
1.28445E+18	919571515
1.2386E+18	1.22869E+18
1.35513E+18	9.15368E+17
1.2575E+18	8.08521E+17
1.24865E+18	9.6892E+17
1.38258E+18	1.37917E+18
1.36824E+18	1.1895E+18
1.28316E+18	783307848
1.28309E+18	1.17079E+18
1.32616E+18	614936914
1.43059E+18	1.09723E+18
1.24257E+18	2936125808
1.2432E+18	52067288
1.23853E+18	119756265
1.24149E+18	540178504
1.24928E+18	216289357
1.48861E+18	1.34777E+18
1.25448E+18	32760414
1.35266E+18	559249936
1.35378E+18	1.31917E+18
1.2441E+18	2998023955
1.60998E+18	2176545806
1.23183E+18	386780070
1.23852E+18	1498073587
1.23726E+18	366169233
1.2929E+18	2882299546
1.39753E+18	279004227
1.31455E+18	235889942
1.24026E+18	453103180
1.28343E+18	2256678577
1.22951E+18	9.90983E+17
1.45256E+18	923725794
1.4886E+18	52032722
1.23636E+18	1339344901
1.5053E+18	1.50085E+18
1.2864E+18	1.01213E+18
1.24359E+18	304982427
1.26305E+18	1.10061E+18
1.24637E+18	1.23995E+18
1.43714E+18	2958630169
1.34306E+18	1279360694
1.3954E+18	511669867
1.27362E+18	2197308494
1.23825E+18	3406899801
1.4509E+18	895201069
1.24823E+18	1.09023E+18
1.23843E+18	8.02809E+17
1.26102E+18	274961430
1.24111E+18	4414884863
1.23822E+18	232298165
1.31997E+18	1.27941E+18
1.23804E+18	1.13423E+18
1.23548E+18	2835860118
1.35834E+18	31395655
1.45505E+18	1.43963E+18
1.28395E+18	1.01878E+18
1.41503E+18	124671425
1.35526E+18	31395655
1.32835E+18	1.28994E+18
1.34317E+18	1.28121E+18
1.29612E+18	2878700936
1.24929E+18	1.24753E+18
1.34061E+18	1.31753E+18
1.40263E+18	8.0097E+17
1.52739E+18	1.3817E+18
1.25196E+18	373449295
1.50088E+18	1.2846E+18
1.49855E+18	264188321
1.37462E+18	12896172
1.29362E+18	1.25118E+18
1.24141E+18	1.19891E+18
1.34543E+18	1.07155E+18
1.26202E+18	114251189
1.28614E+18	1.01878E+18
1.28012E+18	2904489457
1.42248E+18	1.25448E+18
1.24215E+18	296678194
1.32193E+18	279004227
1.28842E+18	2835860118
1.48745E+18	1.07512E+18
1.24849E+18	279004227
1.25394E+18	391271829
1.23851E+18	8.11951E+17
1.24382E+18	7.68363E+17
1.24181E+18	1.16754E+18
1.56752E+18	109556877
1.24328E+18	1.10979E+18
1.23304E+18	114251189
1.29045E+18	9.51917E+17
1.24869E+18	1.22771E+18
1.25302E+18	4600002143
1.28626E+18	534063811
1.30413E+18	49257599
1.23819E+18	2566971360
1.28268E+18	361562553
1.23616E+18	55743
1.27758E+18	286054525
1.30222E+18	944585174
1.36533E+18	1.17149E+18
1.28951E+18	3989192561
1.40267E+18	403361955
1.24832E+18	2263119813
1.45078E+18	175711089
