tweet id	label	author id	created_at	lang	like_count	quote_count	reply_count	retweet_count	user_verified	followers_count	following_count	tweet_count	listed_count	user_created_at
1.32612E+18	neutral	279004227	2020-11-10 11:00:58+00:00	ar	18	0	0	2	TRUE	559869	88	155226	1236	2011-04-08T11:53:58.000Z
1.41466E+18	positive	1.38494E+18	2021-07-12 18:53:49+00:00	ar	3	0	0	2	FALSE	231	305	1790	1	2021-04-21T18:46:14.000Z
1.2408E+18	neutral	114251189	2020-03-20 00:58:12+00:00	ar	44	0	6	18	TRUE	923141	59	700139	1748	2010-02-14T18:20:05.000Z
1.27683E+18	neutral	263850314	2020-06-27 10:55:32+00:00	ar	0	0	0	0	FALSE	3049	4401	4088	1	2011-03-10T21:28:57.000Z
1.37231E+18	positive	7.37706E+17	2021-03-17 22:17:19+00:00	ar	2	0	2	0	FALSE	257	217	3395	0	2016-05-31T18:04:47.000Z
1.31254E+18	neutral	1.01878E+18	2020-10-03 23:34:01+00:00	ar	2	0	0	4	FALSE	28999	2	180832	69	2018-07-16T08:37:05.000Z
1.22424E+18	positive	1.21484E+18	2020-02-03 07:59:50+00:00	ar	0	0	0	0	FALSE	1	43	32	0	2020-01-08T09:23:59.000Z
1.24925E+18	neutral	3363833139	2020-04-12 08:27:19+00:00	ar	3	0	1	0	FALSE	2857	889	32438	0	2015-07-07T09:18:29.000Z
1.26134E+18	neutral	114251189	2020-05-15 16:50:04+00:00	ar	0	0	0	2	TRUE	923140	59	700141	1748	2010-02-14T18:20:05.000Z
1.39446E+18	neutral	549906364	2021-05-18 00:59:27+00:00	ar	6	0	0	1	FALSE	65565	548	129154	276	2012-04-10T07:43:27.000Z
1.27082E+18	negative	1875593029	2020-06-10 20:33:25+00:00	ar	22	1	3	31	FALSE	14600	476	18746	28	2013-09-17T13:42:17.000Z
1.26823E+18	neutral	1.25993E+18	2020-06-03 17:09:30+00:00	ar	1	0	0	0	FALSE	16	109	171	0	2020-05-11T19:34:45.000Z
1.28243E+18	neutral	1534103677	2020-07-12 21:31:09+00:00	ar	1	0	0	0	FALSE	6513	2246	2647	24	2013-06-20T14:37:00.000Z
1.46212E+18	neutral	3032835180	2021-11-20 17:50:04+00:00	ar	0	0	0	1	FALSE	86847	0	743680	169	2015-02-20T13:36:04.000Z
1.55599E+18	neutral	8.27611E+17	2022-08-06 19:00:31+00:00	ar	1	0	0	0	FALSE	545	679	4476	1	2017-02-03T20:15:19.000Z
1.25194E+18	neutral	269995958	2020-04-19 18:15:14+00:00	ar	10	0	0	8	TRUE	121725	121	22532	366	2011-03-21T20:38:57.000Z
1.24631E+18	neutral	1.16163E+18	2020-04-04 05:43:01+00:00	ar	0	0	0	0	FALSE	31	21	8083	0	2019-08-14T13:26:19.000Z
1.24202E+18	negative	1148718326	2020-03-23 09:36:16+00:00	ar	22	1	6	8	FALSE	26667	994	19495	24	2013-02-04T18:19:45.000Z
1.36316E+18	neutral	3432757300	2021-02-20 16:04:03+00:00	ar	0	0	0	0	FALSE	76584	0	5970	4	2015-08-20T11:46:52.000Z
1.35334E+18	neutral	7.57508E+17	2021-01-24 14:11:38+00:00	ar	3	0	0	1	FALSE	1386	0	2176	1	2016-07-25T09:31:00.000Z
1.27093E+18	neutral	1.01878E+18	2020-06-11 04:16:32+00:00	ar	1	0	0	1	FALSE	28999	2	181342	70	2018-07-16T08:37:05.000Z
1.31384E+18	neutral	1900232251	2020-10-07 13:39:05+00:00	ar	2	0	0	3	TRUE	32308	6	50158	133	2013-09-24T11:44:36.000Z
1.2518E+18	neutral	119756265	2020-04-19 09:00:00+00:00	ar	9	1	5	7	TRUE	1283879	8	475119	1077	2010-03-04T15:12:12.000Z
1.45237E+18	neutral	629527663	2021-10-24 20:24:50+00:00	ar	1	0	0	1	FALSE	145000	562	8401	43	2012-07-07T17:55:20.000Z
1.23855E+18	neutral	119756265	2020-03-13 19:57:36+00:00	ar	10	0	3	11	TRUE	1283776	8	475935	1080	2010-03-04T15:12:12.000Z
1.36381E+18	neutral	2991389730	2021-02-22 11:09:50+00:00	ar	4	0	1	2	FALSE	1261	550	3429	1	2015-01-20T16:55:33.000Z
1.2519E+18	neutral	386614618	2020-04-19 15:29:44+00:00	ar	3	0	0	3	FALSE	9229	3573	31104	3	2011-10-07T15:51:31.000Z
1.48524E+18	neutral	1.47948E+18	2022-01-23 13:29:16+00:00	ar	0	0	0	0	FALSE	445	92	2198	0	2022-01-07T15:49:29.000Z
1.25983E+18	neutral	2256678577	2020-05-11 13:04:11+00:00	ar	0	0	0	0	FALSE	47273	24	216265	120	2013-12-21T16:23:43.000Z
1.23838E+18	neutral	2178452943	2020-03-13 08:03:15+00:00	ar	0	0	0	0	FALSE	311	839	5605	2	2013-11-12T17:19:55.000Z
1.3668E+18	neutral	1.166E+18	2021-03-02 16:59:41+00:00	ar	0	0	0	0	FALSE	1198	22	58108	7	2019-08-26T14:53:13.000Z
1.24962E+18	neutral	2333625117	2020-04-13 08:41:42+00:00	ar	1	0	0	0	FALSE	124117	1	121904	267	2014-02-09T12:15:01.000Z
1.39671E+18	neutral	1.19193E+18	2021-05-24 06:14:11+00:00	ar	0	0	0	0	FALSE	50	423	130	0	2019-11-06T04:26:36.000Z
1.26682E+18	neutral	270262107	2020-05-30 19:51:59+00:00	ar	3	0	0	6	FALSE	112990	10985	406368	221	2011-03-22T08:52:52.000Z
1.24722E+18	neutral	2959134180	2020-04-06 17:30:44+00:00	ar	11	0	2	2	FALSE	10275	1920	29895	12	2015-01-05T04:58:24.000Z
1.36347E+18	neutral	797587002	2021-02-21 12:32:39+00:00	ar	4	0	0	3	TRUE	98773	45	23381	166	2012-09-02T05:36:44.000Z
1.38602E+18	neutral	3032835180	2021-04-24 18:01:47+00:00	ar	2	0	1	0	FALSE	86847	0	743680	169	2015-02-20T13:36:04.000Z
1.38562E+18	neutral	196517825	2021-04-23 15:33:00+00:00	ar	0	0	0	0	FALSE	305	1329	7955	2	2010-09-29T09:01:42.000Z
1.39774E+18	negative	2720641844	2021-05-27 02:05:02+00:00	ar	0	0	0	0	FALSE	242	85	71438	1	2014-08-10T02:24:11.000Z
1.36936E+18	neutral	2608326001	2021-03-09 18:38:30+00:00	ar	0	0	0	0	TRUE	42803	48	108406	75	2014-07-06T20:47:36.000Z
1.44758E+18	neutral	1.24862E+18	2021-10-11 15:22:07+00:00	ar	4	0	2	0	FALSE	17189	483	18211	41	2020-04-10T14:23:42.000Z
1.24901E+18	neutral	1.10252E+18	2020-04-11 16:36:24+00:00	ar	0	0	0	0	FALSE	26	17	257	0	2019-03-04T11:01:18.000Z
1.27231E+18	neutral	9.76503E+17	2020-06-14 23:34:32+00:00	ar	0	0	0	0	FALSE	214	0	9593	0	2018-03-21T16:56:13.000Z
1.29294E+18	neutral	9.47221E+17	2020-08-10 21:46:13+00:00	ar	4	0	0	1	FALSE	28006	341	222753	16	2017-12-30T21:39:31.000Z
1.42258E+18	neutral	1321331874	2021-08-03 15:25:27+00:00	ar	12	0	1	29	TRUE	592216	76	96056	359	2013-04-01T23:21:59.000Z
1.24E+18	neutral	279004227	2020-03-17 19:30:46+00:00	ar	28	0	0	2	TRUE	562564	88	155597	1237	2011-04-08T11:53:58.000Z
1.24356E+18	neutral	4205304493	2020-03-27 15:21:14+00:00	ar	22	0	0	0	FALSE	410	607	756	1	2015-11-11T21:05:51.000Z
1.28118E+18	positive	488757233	2020-07-09 11:00:15+00:00	ar	2	0	0	0	FALSE	2125	1337	106384	4	2012-02-10T20:18:55.000Z
1.23259E+18	neutral	318420357	2020-02-26 09:15:12+00:00	ar	5	0	0	1	FALSE	5646	2835	173662	23	2011-06-16T13:22:54.000Z
1.45117E+18	positive	605326535	2021-10-21 12:37:25+00:00	ar	0	0	0	0	FALSE	74118	10	60350	47	2012-06-11T11:06:39.000Z
1.44546E+18	positive	281711276	2021-10-05 18:43:13+00:00	ar	0	0	0	0	FALSE	1092	3243	16341	1	2011-04-13T20:30:23.000Z
1.24999E+18	neutral	363778178	2020-04-14 09:24:25+00:00	ar	0	0	0	0	FALSE	17668	2218	53247	25	2011-08-28T17:36:51.000Z
1.24474E+18	positive	729699660	2020-03-30 21:20:32+00:00	ar	0	0	0	1	FALSE	2817	539	36035	1	2012-08-01T01:41:03.000Z
1.40975E+18	neutral	2187854426	2021-06-29 05:28:13+00:00	ar	6	1	0	2	TRUE	28258	28	7843	117	2013-11-11T07:00:19.000Z
1.31974E+18	neutral	1473224857	2020-10-23 20:34:59+00:00	ar	9	0	0	0	FALSE	4788	87	28421	32	2013-05-31T22:15:04.000Z
1.29786E+18	neutral	7.3798E+17	2020-08-24 11:30:21+00:00	ar	0	0	0	0	FALSE	2904	294	2314	14	2016-06-01T12:12:46.000Z
1.23852E+18	neutral	410088425	2020-03-13 17:41:10+00:00	ar	0	0	0	0	FALSE	11746	526	89234	61	2011-11-11T16:34:38.000Z
1.24785E+18	neutral	1.06702E+18	2020-04-08 11:40:33+00:00	ar	0	0	1	0	FALSE	6087	277	49816	72	2018-11-26T11:49:33.000Z
1.37144E+18	neutral	156887584	2021-03-15 12:42:31+00:00	ar	20	0	4	10	FALSE	19084	920	8199	31	2010-06-18T06:10:15.000Z
1.27399E+18	positive	1.10593E+18	2020-06-19 14:52:15+00:00	ar	2	0	0	1	FALSE	3451	711	18546	7	2019-03-13T20:21:50.000Z
1.48454E+18	neutral	1.17149E+18	2022-01-21 14:42:42+00:00	ar	0	0	0	1	FALSE	16117	5124	61241	21	2019-09-10T18:22:13.000Z
1.23812E+18	negative	8.38176E+17	2020-03-12 15:10:23+00:00	ar	34	0	1	3	FALSE	5634	6	10532	12	2017-03-04T23:53:46.000Z
1.47913E+18	neutral	1.45076E+18	2022-01-06 16:36:20+00:00	ar	0	0	0	0	FALSE	100	2	5798	1	2021-10-20T09:52:02.000Z
1.27407E+18	negative	237204868	2020-06-19 20:16:16+00:00	ar	0	0	0	0	FALSE	1734	138	4401	3	2011-01-12T09:31:53.000Z
1.27979E+18	neutral	374928156	2020-07-05 15:04:56+00:00	ar	7	0	0	4	TRUE	55075	45	14894	115	2011-09-17T06:20:50.000Z
1.44464E+18	neutral	322274345	2021-10-03 12:23:23+00:00	ar	1	0	0	1	FALSE	2349	275	17403	2	2011-06-22T22:31:54.000Z
1.27586E+18	neutral	9.07207E+17	2020-06-24 18:20:41+00:00	ar	1	0	0	0	FALSE	142	0	126	0	2017-09-11T11:40:44.000Z
1.25454E+18	positive	167761433	2020-04-26 22:20:49+00:00	ar	77	8	6	6	FALSE	1859	705	10283	1	2010-07-17T12:43:01.000Z
1.48886E+18	neutral	1450994419	2022-02-02 13:04:05+00:00	ar	0	0	0	0	FALSE	189832	154248	63093	137	2013-05-23T09:16:36.000Z
1.25257E+18	neutral	1580218088	2020-04-21 12:22:25+00:00	ar	1	0	0	2	FALSE	2323	2	5075	8	2013-07-09T12:10:09.000Z
1.30472E+18	neutral	1.05794E+18	2020-09-12 09:49:51+00:00	ar	0	0	0	2	FALSE	953	6	1169	0	2018-11-01T10:03:35.000Z
1.28342E+18	neutral	2256678577	2020-07-15 15:33:30+00:00	ar	0	0	0	0	FALSE	47079	23	214771	120	2013-12-21T16:23:43.000Z
1.26088E+18	neutral	90138861	2020-05-14 10:15:04+00:00	ar	2	0	0	1	TRUE	55122	313	23440	185	2009-11-15T10:35:59.000Z
1.25003E+18	positive	9.80182E+17	2020-04-14 11:38:58+00:00	ar	2	1	0	10	FALSE	762	1844	5420	0	2018-03-31T20:35:44.000Z
1.26898E+18	negative	1.02591E+18	2020-06-05 18:43:10+00:00	ar	1	0	0	0	FALSE	1174	389	43891	1	2018-08-05T00:59:48.000Z
1.2507E+18	neutral	53019445	2020-04-16 08:13:46+00:00	ar	140	1	6	15	FALSE	196860	6559	48531	277	2009-07-02T09:35:15.000Z
1.29427E+18	neutral	1.24362E+18	2020-08-14 13:45:23+00:00	ar	2	0	1	0	FALSE	5633	14	10979	16	2020-03-27T19:41:11.000Z
1.24595E+18	neutral	490315331	2020-04-03 05:57:27+00:00	ar	15	1	0	13	FALSE	9146	7054	19509	4	2012-02-12T12:46:30.000Z
1.24248E+18	positive	243838642	2020-03-24 15:39:58+00:00	ar	0	0	0	0	FALSE	94	63	3728	0	2011-01-27T22:49:31.000Z
1.26826E+18	neutral	279004227	2020-06-03 19:00:28+00:00	ar	8	0	0	2	TRUE	562569	88	155600	1237	2011-04-08T11:53:58.000Z
1.24389E+18	neutral	1.22877E+18	2020-03-28 13:33:54+00:00	ar	0	0	0	0	FALSE	88	199	26	0	2020-02-15T20:09:08.000Z
1.34539E+18	neutral	187142863	2021-01-02 15:17:27+00:00	ar	97	8	9	21	TRUE	587446	79	24256	640	2010-09-05T11:31:33.000Z
1.24541E+18	neutral	1.23592E+18	2020-04-01 18:06:13+00:00	ar	1	0	0	1	FALSE	53	2	2398	1	2020-03-06T13:14:11.000Z
1.35916E+18	neutral	1076999186	2021-02-09 15:37:13+00:00	ar	2	0	0	0	FALSE	18737	32	33447	22	2013-01-10T16:13:10.000Z
1.2768E+18	neutral	286257175	2020-06-27 08:59:05+00:00	ar	5	0	0	5	FALSE	329	323	5253	1	2011-04-22T16:59:31.000Z
1.26529E+18	negative	2779589447	2020-05-26 14:21:47+00:00	ar	0	0	0	0	FALSE	25	120	11	0	2014-09-21T21:00:49.000Z
1.23907E+18	neutral	522964971	2020-03-15 05:52:11+00:00	ar	3	0	0	1	FALSE	1794	966	1519	0	2012-03-13T06:50:39.000Z
1.2426E+18	neutral	450750858	2020-03-24 23:37:42+00:00	ar	0	0	0	0	FALSE	876	1882	959	3	2011-12-30T16:25:34.000Z
1.29743E+18	neutral	446525289	2020-08-23 07:19:16+00:00	ar	5	0	0	1	TRUE	48793	33	16421	75	2011-12-25T20:51:06.000Z
1.26577E+18	positive	541430454	2020-05-27 22:32:59+00:00	ar	0	0	0	0	FALSE	1658	511	20194	0	2012-03-31T04:05:42.000Z
1.49121E+18	neutral	1.41764E+18	2022-02-09 00:29:39+00:00	ar	1	0	0	0	FALSE	899	0	1890	1	2021-07-21T00:01:20.000Z
1.33122E+18	neutral	1.14053E+18	2020-11-24 13:06:32+00:00	ar	0	0	0	0	FALSE	6972	497	20616	11	2019-06-17T08:11:34.000Z
1.39106E+18	neutral	626382752	2021-05-08 16:13:22+00:00	ar	0	0	0	0	FALSE	1300	8	25793	12	2012-07-04T11:26:16.000Z
1.24134E+18	positive	4588097543	2020-03-21 12:34:33+00:00	ar	0	0	0	2	FALSE	61	543	767	3	2015-12-24T10:07:54.000Z
1.24862E+18	neutral	114251189	2020-04-10 14:52:35+00:00	ar	3	0	0	0	TRUE	923140	59	700140	1748	2010-02-14T18:20:05.000Z
1.24557E+18	neutral	1.21311E+18	2020-04-02 04:49:50+00:00	ar	1	0	0	0	FALSE	52	108	285	0	2020-01-03T14:46:54.000Z
1.24004E+18	positive	353913753	2020-03-17 22:24:25+00:00	ar	0	0	0	0	FALSE	1537	330	73068	3	2011-08-12T20:53:41.000Z
1.27771E+18	neutral	1.07203E+18	2020-06-29 20:49:10+00:00	ar	9	0	1	4	FALSE	414	292	524	0	2018-12-10T07:35:10.000Z
1.23549E+18	neutral	1.15431E+18	2020-03-05 08:49:43+00:00	ar	3	0	0	0	FALSE	1306	48	1269	0	2019-07-25T08:46:31.000Z
1.24525E+18	neutral	131118286	2020-04-01 07:28:51+00:00	ar	27	0	2	28	TRUE	353869	10	23222	557	2010-04-09T09:31:13.000Z
1.48056E+18	neutral	150972583	2022-01-10 15:00:47+00:00	ar	2	0	0	2	TRUE	349898	0	313629	934	2010-06-02T08:31:53.000Z
1.34495E+18	neutral	410955818	2021-01-01 10:27:10+00:00	ar	9	0	1	2	FALSE	119678	8054	544962	56	2011-11-12T20:10:15.000Z
1.36069E+18	neutral	4499107457	2021-02-13 20:35:36+00:00	ar	0	0	0	0	FALSE	2507	3496	14532	1	2015-12-16T04:15:08.000Z
1.24381E+18	neutral	473699258	2020-03-28 07:41:01+00:00	ar	0	0	0	0	FALSE	264	84	2994	0	2012-01-25T07:34:31.000Z
1.25402E+18	neutral	587300825	2020-04-25 12:30:03+00:00	ar	12	0	0	4	FALSE	1086394	152	20285	1728	2012-05-22T09:57:58.000Z
1.24067E+18	neutral	723870571	2020-03-19 15:52:05+00:00	ar	1	0	1	0	FALSE	961	768	1627	0	2012-07-29T11:50:12.000Z
1.25815E+18	neutral	4031574917	2020-05-06 21:38:11+00:00	ar	0	1	0	0	FALSE	441	11	1620	0	2015-10-24T12:41:08.000Z
1.25002E+18	positive	247288397	2020-04-14 11:25:20+00:00	ar	0	0	0	0	FALSE	491	175	15107	2	2011-02-04T13:56:03.000Z
1.38563E+18	neutral	7.77222E+17	2021-04-23 16:05:31+00:00	ar	0	0	0	0	FALSE	89	119	4437	1	2016-09-17T19:05:14.000Z
1.2493E+18	neutral	3139095096	2020-04-12 11:18:36+00:00	ar	9	0	1	0	FALSE	3522	2387	21598	3	2015-04-04T15:24:53.000Z
1.24959E+18	neutral	1680109357	2020-04-13 06:59:55+00:00	ar	0	0	0	0	FALSE	88571	249	152031	422	2013-08-18T07:12:22.000Z
1.24425E+18	neutral	2388957656	2020-03-29 13:14:38+00:00	ar	1	0	0	0	FALSE	4	15	15	0	2014-03-14T12:00:22.000Z
1.31165E+18	neutral	401807672	2020-10-01 12:56:24+00:00	ar	0	0	0	0	FALSE	175	1707	30302	2	2011-10-31T03:34:59.000Z
1.25664E+18	neutral	109191275	2020-05-02 17:22:47+00:00	ar	567	2	19	109	FALSE	61451	583	3239	229	2010-01-28T07:17:34.000Z
1.24006E+18	neutral	496851161	2020-03-17 23:36:30+00:00	ar	0	0	0	0	FALSE	128	253	7413	0	2012-02-19T10:49:26.000Z
1.27598E+18	neutral	143531181	2020-06-25 02:46:19+00:00	ar	7	1	0	1	TRUE	1773305	79	612277	2323	2010-05-13T18:37:08.000Z
1.26813E+18	neutral	2256678577	2020-06-03 10:46:23+00:00	ar	0	0	0	0	FALSE	47275	24	216265	120	2013-12-21T16:23:43.000Z
1.27097E+18	neutral	278934052	2020-06-11 06:51:43+00:00	ar	20	0	1	1	FALSE	337364	84	107025	361	2011-04-08T07:49:25.000Z
1.31016E+18	neutral	1006113636	2020-09-27 10:20:23+00:00	ar	0	0	0	0	FALSE	17110	17105	42363	7	2012-12-12T11:23:31.000Z
1.28121E+18	positive	365581224	2020-07-09 13:03:39+00:00	ar	0	0	0	0	FALSE	1371	722	9466	4	2011-08-31T17:38:56.000Z
1.25014E+18	neutral	119756265	2020-04-14 19:15:00+00:00	ar	7	0	4	6	TRUE	1283776	8	475935	1080	2010-03-04T15:12:12.000Z
1.24766E+18	negative	849956798	2020-04-07 23:10:00+00:00	ar	1	0	1	4	FALSE	292	604	1012	1	2012-09-27T21:03:48.000Z
1.25996E+18	neutral	1.16163E+18	2020-05-11 21:42:06+00:00	ar	0	0	0	0	FALSE	31	21	8083	0	2019-08-14T13:26:19.000Z
1.25765E+18	neutral	1094742679	2020-05-05 12:54:01+00:00	ar	7	0	0	2	FALSE	385	234	1403	0	2013-01-16T10:00:03.000Z
1.33185E+18	negative	1.21574E+18	2020-11-26 06:23:07+00:00	ar	1	0	0	0	FALSE	307	985	58016	3	2020-01-10T21:10:15.000Z
1.24739E+18	neutral	1680109357	2020-04-07 04:46:29+00:00	ar	5	0	1	1	FALSE	88571	249	152033	421	2013-08-18T07:12:22.000Z
1.23838E+18	neutral	2801243933	2020-03-13 08:32:22+00:00	ar	0	0	0	0	FALSE	238	162	1327	0	2014-10-03T03:15:45.000Z
1.252E+18	neutral	3879047903	2020-04-19 22:30:03+00:00	ar	0	0	0	0	FALSE	25319	108	66077	57	2015-10-06T08:51:04.000Z
1.56685E+18	neutral	9.40325E+17	2022-09-05 18:12:57+00:00	ar	0	0	0	0	FALSE	39	143	6581	0	2017-12-11T20:57:10.000Z
1.39353E+18	neutral	199595348	2021-05-15 11:17:38+00:00	ar	0	0	0	0	FALSE	1166	306	17031	10	2010-10-07T08:09:52.000Z
1.2506E+18	neutral	8.05693E+17	2020-04-16 01:45:00+00:00	ar	12	0	2	6	TRUE	667105	7	122342	671	2016-12-05T08:37:47.000Z
1.25443E+18	positive	483377590	2020-04-26 15:06:13+00:00	ar	1	0	0	0	FALSE	479	1761	6220	0	2012-02-04T23:22:45.000Z
1.31097E+18	neutral	408287397	2020-09-29 15:52:49+00:00	ar	0	0	0	0	TRUE	16530	212	30223	113	2011-11-09T06:59:22.000Z
1.24036E+18	neutral	1.17169E+18	2020-03-18 19:44:19+00:00	ar	6	0	0	0	FALSE	5807	4981	27968	1	2019-09-11T07:49:27.000Z
1.24705E+18	neutral	9.72581E+17	2020-04-06 06:20:48+00:00	ar	1	0	2	0	FALSE	82	119	611	0	2018-03-10T21:14:23.000Z
1.4567E+18	neutral	418606308	2021-11-05 18:57:30+00:00	ar	1	0	0	0	FALSE	3942	10	1068	7	2011-11-22T11:13:13.000Z
1.25712E+18	neutral	296678194	2020-05-04 01:30:36+00:00	ar	50	0	5	2	TRUE	521167	6	208982	972	2011-05-11T06:40:45.000Z
1.24234E+18	neutral	1.06702E+18	2020-03-24 06:48:40+00:00	ar	0	0	0	0	FALSE	6087	277	49816	72	2018-11-26T11:49:33.000Z
1.28445E+18	neutral	706527070	2020-07-18 11:31:24+00:00	ar	0	0	0	0	FALSE	84592	0	4427	202	2013-10-09T13:54:14.000Z
1.24328E+18	neutral	1.11553E+18	2020-03-26 21:02:40+00:00	ar	0	0	0	0	FALSE	2543	29	8429	22	2019-04-09T08:15:38.000Z
1.25839E+18	neutral	253476934	2020-05-07 13:19:27+00:00	ar	3	0	1	1	FALSE	7060	168	2524	23	2011-02-17T09:47:59.000Z
1.24725E+18	neutral	1.24652E+18	2020-04-06 20:08:50+00:00	ar	2	0	0	0	FALSE	8	3	92	0	2020-04-04T19:15:02.000Z
1.24634E+18	positive	3013317907	2020-04-04 07:44:46+00:00	ar	14	1	1	35	FALSE	16160	5662	244641	11	2015-02-08T10:34:22.000Z
1.31054E+18	neutral	287200750	2020-09-28 11:05:38+00:00	ar	0	0	0	0	FALSE	17877	2	25158	12	2011-04-24T14:26:32.000Z
1.25104E+18	neutral	358638115	2020-04-17 06:31:47+00:00	ar	0	0	0	0	FALSE	149	236	3017	1	2011-08-20T07:18:35.000Z
1.24963E+18	positive	152144899	2020-04-13 09:35:23+00:00	ar	2	0	0	1	FALSE	5214	12	19014	20	2010-06-05T05:31:45.000Z
1.3026E+18	neutral	1585825585	2020-09-06 13:27:40+00:00	ar	0	0	0	0	FALSE	1244	0	35509	1	2013-07-11T12:57:56.000Z
